stage,policy_id,game,game_name,split,weeks,draws,replicates,cost_per_replicate,raw_roi_mean,raw_roi_median,robust_roi_mean,fixed_roi_mean,delta_robust_roi_mean,delta_robust_roi_median,delta_ci_low,delta_ci_high,delta_fixed_roi_mean,delta_fixed_ci_low,delta_fixed_ci_high,positive_replicate_rate,active_week_rate,active_week_win_rate,median_max_drawdown,hits_per_replicate,top2_hits_all_replicates
coarse,candidate__cold_g225_c8,lotto649,大樂透,holdout,255,573,8,143250,-0.6827347294938918,-0.7006457242582897,-0.6827347294938918,-0.6961692844677139,-0.02517801047120419,-0.01643979057591623,-0.032974042950513545,-0.032974042950513545,0.009481675392670157,-0.007838188608776848,-0.007838188608776848,0.375,0.9019607843137255,0.3695652173913043,-100620.0,92.5,0
coarse,candidate__cold_g225_c8,lotto649,大樂透,train,510,1038,8,259500,-0.5754894026974952,-0.6387456647398844,-0.5754894026974952,-0.6350910404624277,0.08199084778420039,0.026732177263969172,0.08246758870214753,0.08246758870214753,0.04047495183044316,0.040219059290382816,0.040219059290382816,0.625,0.8980392156862745,0.37554585152838427,-165954.5,178.25,0
coarse,candidate__cold_g225_c8,lotto649,大樂透,validation,255,542,8,135500,-0.7001605166051661,-0.6975977859778597,-0.7001605166051661,-0.7001605166051661,-0.011494464944649447,-0.02007749077490775,-0.011182072829131657,-0.011182072829131657,0.0012426199261992617,0.002354201680672266,0.002354201680672266,0.375,0.9215686274509803,0.3702127659574468,-94674.5,89.5,0
coarse,candidate__hot_w100_d094,lotto649,大樂透,holdout,255,573,8,143250,-0.6325968586387435,-0.6802792321116928,-0.6325968586387435,-0.7170061082024433,0.024959860383944155,-0.0013926701570680627,0.03209775910364147,0.03209775910364147,-0.011355148342059336,-0.011315266106442576,-0.011315266106442576,0.5,0.8941176470588236,0.5,-98363.0,87.0,0
coarse,candidate__hot_w100_d094,lotto649,大樂透,train,510,1038,8,259500,-0.6128314065510597,-0.6572543352601157,-0.6128314065510597,-0.6724624277456648,0.04464884393063584,-0.03355105973025048,0.04663595938375349,0.04663595938375349,0.0031035645472061654,0.00435752801120448,0.00435752801120448,0.375,0.8705882352941177,0.5112612612612613,-175720.0,157.625,0
coarse,candidate__hot_w100_d094,lotto649,大樂透,validation,255,542,8,135500,-0.6753745387453874,-0.697690036900369,-0.6753745387453874,-0.7066079335793358,0.013291512915129151,0.02288929889298893,0.012433613445378149,0.012433613445378149,-0.00520479704797048,-0.007223249299719887,-0.007223249299719887,0.625,0.8862745098039215,0.5132743362831859,-94537.0,85.375,0
coarse,candidate__hot_w100_d097,lotto649,大樂透,holdout,255,573,8,143250,-0.6596640488656196,-0.7084677137870855,-0.6596640488656196,-0.7209232111692845,-0.0021073298429319324,-0.028666666666666667,0.008195845004668523,0.008195845004668523,-0.015272251308900524,-0.020400653594771247,-0.020400653594771247,0.125,0.8588235294117647,0.4703196347031963,-101738.0,88.25,0
coarse,candidate__hot_w100_d097,lotto649,大樂透,train,510,1038,8,259500,-0.6606435452793834,-0.6813815028901734,-0.6606435452793834,-0.6895640655105972,-0.003163294797687863,0.0019036608863198458,-0.0034912348272642417,-0.0034912348272642417,-0.0139980732177264,-0.014517215219421103,-0.014517215219421103,0.625,0.8784313725490196,0.47098214285714285,-179258.0,156.875,0
coarse,candidate__hot_w100_d097,lotto649,大樂透,validation,255,542,8,135500,-0.6906789667896679,-0.6860738007380074,-0.6906789667896679,-0.6906789667896679,-0.0020129151291512918,0.002859778597785978,-0.0051378851540616255,-0.0051378851540616255,0.010724169741697417,0.008398389355742298,0.008398389355742298,0.5,0.8823529411764706,0.48,-92963.0,89.0,0
coarse,candidate__hot_w100_d099,lotto649,大樂透,holdout,255,573,8,143250,-0.6081928446771379,-0.7049773123909249,-0.6081928446771379,-0.71445462478185,0.049363874345549744,-0.01112041884816754,0.05321970121381887,0.05321970121381887,-0.008803664921465967,-0.012789402427637722,-0.012789402427637722,0.375,0.8431372549019608,0.4558139534883721,-100988.0,90.25,0
coarse,candidate__hot_w100_d099,lotto649,大樂透,train,510,1038,8,259500,-0.6678501926782273,-0.6730019267822736,-0.6678501926782273,-0.6905452793834297,-0.010369942196531791,-0.009,-0.011734021942110174,-0.011734021942110174,-0.014979287090558768,-0.016424708216619982,-0.016424708216619982,0.5,0.8745098039215686,0.47533632286995514,-178173.5,156.875,0
coarse,candidate__hot_w100_d099,lotto649,大樂透,validation,255,542,8,135500,-0.6419372693726937,-0.7261881918819189,-0.6419372693726937,-0.7142038745387453,0.04672878228782287,-0.04038376383763838,0.04777696078431372,0.04777696078431372,-0.012800738007380075,-0.015487745098039216,-0.015487745098039216,0.375,0.8588235294117647,0.4429223744292237,-98398.5,84.25,0
coarse,candidate__hot_w20_d094,lotto649,大樂透,holdout,255,573,8,143250,-0.6370427574171029,-0.6914485165794066,-0.6370427574171029,-0.7075043630017452,0.020513961605584642,-0.00038394415357766165,0.034203501400560235,0.034203501400560235,-0.001853403141361257,-0.004732212885154061,-0.004732212885154061,0.5,0.8509803921568627,0.5345622119815668,-99050.0,88.5,0
coarse,candidate__hot_w20_d094,lotto649,大樂透,train,510,1038,8,259500,-0.6416339113680154,-0.6539633911368015,-0.6416339113680154,-0.6750635838150288,0.015846339113680153,-0.008013487475915222,0.01589646358543417,0.01589646358543417,0.0005024084778420031,0.00028175770308123054,0.00028175770308123054,0.5,0.8549019607843137,0.4954128440366973,-177280.5,157.5,0
coarse,candidate__hot_w20_d094,lotto649,大樂透,validation,255,542,8,135500,-0.534190036900369,-0.7136531365313653,-0.534190036900369,-0.7114612546125462,0.1544760147601476,-0.001140221402214021,0.16733949579831933,0.16733949579831933,-0.010058118081180812,-0.007518347338935574,-0.007518347338935574,0.5,0.8627450980392157,0.5,-96700.0,83.875,0
coarse,candidate__hot_w20_d097,lotto649,大樂透,holdout,255,573,8,143250,-0.6387486910994764,-0.7019197207678882,-0.6387486910994764,-0.7171998254799302,0.01880802792321117,-0.00038394415357766165,0.03345863678804856,0.03345863678804856,-0.011548865619546248,-0.014453548085901031,-0.014453548085901031,0.5,0.8745098039215686,0.4977578475336323,-101150.0,86.0,0
coarse,candidate__hot_w20_d097,lotto649,大樂透,train,510,1038,8,259500,-0.6075081888246628,-0.608728323699422,-0.6075081888246628,-0.6698583815028901,0.04997206165703276,0.056749518304431604,0.05170738795518207,0.05170738795518207,0.005707610789980733,0.0066617997198879534,0.0066617997198879534,0.625,0.8980392156862745,0.5131004366812227,-168150.5,159.25,0
coarse,candidate__hot_w20_d097,lotto649,大樂透,validation,255,542,8,135500,-0.6211070110701107,-0.687841328413284,-0.6211070110701107,-0.7010212177121771,0.06755904059040589,0.035760147601476014,0.07451045751633986,0.07451045751633986,0.000381918819188191,0.0031183006535947717,0.0031183006535947717,0.75,0.8627450980392157,0.5136363636363637,-93302.5,84.875,0
coarse,candidate__hot_w20_d099,lotto649,大樂透,holdout,255,573,8,143250,-0.5252478184991274,-0.6866073298429319,-0.5252478184991274,-0.7116265270506108,0.1323089005235602,0.004502617801047121,0.16063846872082166,0.16063846872082166,-0.005975567190226876,-0.008533520074696549,-0.008533520074696549,0.5,0.8823529411764706,0.48,-99006.5,86.0,0
coarse,candidate__hot_w20_d099,lotto649,大樂透,train,510,1038,8,259500,-0.6389301541425819,-0.6548285163776493,-0.6389301541425819,-0.6616791907514451,0.01855009633911368,0.022163776493256262,0.018640931372549026,0.018640931372549026,0.01388680154142582,0.013895343137254903,0.013895343137254903,0.625,0.8823529411764706,0.5111111111111111,-170585.0,161.75,0
coarse,candidate__hot_w20_d099,lotto649,大樂透,validation,255,542,8,135500,-0.684320110701107,-0.6996309963099632,-0.684320110701107,-0.7145673431734317,0.004345940959409594,0.00977490774907749,0.008109757236227822,0.008109757236227822,-0.013164206642066422,-0.010499066293183944,-0.010499066293183944,0.625,0.8980392156862745,0.4847161572052402,-94900.0,83.0,0
coarse,candidate__hot_w50_d094,lotto649,大樂透,holdout,255,573,8,143250,-0.6318987783595114,-0.6837696335078534,-0.6318987783595114,-0.7163080279232111,0.025657940663176268,0.004935427574171029,0.03378776844070963,0.03378776844070963,-0.010657068062827227,-0.009625256769374419,-0.009625256769374419,0.75,0.8901960784313725,0.4977973568281938,-98200.0,86.75,0
coarse,candidate__hot_w50_d094,lotto649,大樂透,train,510,1038,8,259500,-0.6649682080924855,-0.6589036608863199,-0.6649682080924855,-0.6721767822736031,-0.007487957610789983,-0.0348150289017341,-0.006401295518207284,-0.006401295518207284,0.0033892100192678214,0.004667822128851541,0.004667822128851541,0.375,0.8725490196078431,0.503370786516854,-177007.0,156.0,0
coarse,candidate__hot_w50_d094,lotto649,大樂透,validation,255,542,8,135500,-0.6751217712177122,-0.7011070110701108,-0.6751217712177122,-0.7063551660516605,0.013544280442804426,-0.0011402214022140221,0.012313818860877684,0.012313818860877684,-0.004952029520295204,-0.007343043884220354,-0.007343043884220354,0.375,0.8784313725490196,0.5044642857142857,-95000.0,85.625,0
coarse,candidate__hot_w50_d097,lotto649,大樂透,holdout,255,573,8,143250,-0.6469458987783595,-0.7028830715532286,-0.6469458987783595,-0.722152705061082,0.010610820244328098,-0.015092495636998255,0.006511204481792728,0.006511204481792728,-0.01650174520069808,-0.026562605042016806,-0.026562605042016806,0.5,0.8588235294117647,0.45662100456621,-100688.0,87.5,0
coarse,candidate__hot_w50_d097,lotto649,大樂透,train,510,1038,8,259500,-0.6308815028901734,-0.6563217726396917,-0.6308815028901734,-0.6673843930635839,0.02659874759152216,0.0070597302504816955,0.026973891223155928,0.026973891223155928,0.00818159922928709,0.00823173436041083,0.00823173436041083,0.5,0.8980392156862745,0.49344978165938863,-170914.0,157.875,0
coarse,candidate__hot_w50_d097,lotto649,大樂透,validation,255,542,8,135500,-0.6838394833948339,-0.712649446494465,-0.6838394833948339,-0.7150728782287823,0.004826568265682655,-0.006797047970479705,0.004350163398692805,0.004350163398692805,-0.013669741697416976,-0.01530669934640523,-0.01530669934640523,0.375,0.8588235294117647,0.45662100456621,-96564.0,83.0,0
coarse,candidate__hot_w50_d099,lotto649,大樂透,holdout,255,573,8,143250,-0.6325200698080279,-0.6925026178010472,-0.6325200698080279,-0.7101640488656196,0.025036649214659687,-0.008233856893542758,0.01882292250233427,0.01882292250233427,-0.004513089005235603,-0.01503323996265173,-0.01503323996265173,0.375,0.8431372549019608,0.4604651162790698,-99201.0,88.75,0
coarse,candidate__hot_w50_d099,lotto649,大樂透,train,510,1038,8,259500,-0.6733535645472062,-0.6696685934489403,-0.6733535645472062,-0.6733535645472062,-0.015873314065510596,-0.011023121387283237,-0.016342658730158735,-0.016342658730158735,0.0022124277456647395,0.0020622432306255816,0.0020622432306255816,0.25,0.8980392156862745,0.49563318777292575,-176130.0,156.5,0
coarse,candidate__hot_w50_d099,lotto649,大樂透,validation,255,542,8,135500,-0.7070839483394834,-0.7165940959409595,-0.7070839483394834,-0.7070839483394834,-0.01841789667896679,-0.024446494464944648,-0.016881255835667602,-0.016881255835667602,-0.00568081180811808,-0.003344981325863679,-0.003344981325863679,0.25,0.8666666666666667,0.45701357466063347,-97098.5,86.125,0
coarse,random_5,lotto649,大樂透,holdout,255,573,8,143250,-0.6575567190226876,-0.6693752181500873,-0.6575567190226876,-0.705650959860384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-97457.0,90.25,0
coarse,random_5,lotto649,大樂透,train,510,1038,8,259500,-0.6574802504816956,-0.6606396917148363,-0.6574802504816956,-0.6755659922928708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-171436.0,163.0,0
coarse,random_5,lotto649,大樂透,validation,255,542,8,135500,-0.6886660516605165,-0.6944649446494464,-0.6886660516605165,-0.7014031365313653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-94350.0,86.625,0
refined,candidate__antipop_ref_m075_d045,super,威力彩,holdout,242,484,8,242000,-0.7340909090909091,-0.8103305785123966,-0.7340909090909091,-0.7340909090909091,0.0518595041322314,-0.02665289256198347,0.0518595041322314,0.0518595041322314,0.0518595041322314,0.0518595041322314,0.0518595041322314,0.375,0.987603305785124,0.4476987447698745,-198500.0,272.0,0
refined,candidate__antipop_ref_m075_d045,super,威力彩,train,482,963,8,481500,-0.7807497403946002,-0.7759439252336449,-0.7807497403946002,-0.7807497403946002,-0.015225856697819316,0.009213914849428868,-0.014793827800829884,-0.014793827800829884,-0.015225856697819316,-0.014793827800829884,-0.014793827800829884,0.625,0.9771784232365145,0.5074309978768577,-373617.0,576.625,0
refined,candidate__antipop_ref_m075_d045,super,威力彩,validation,241,482,8,241000,-0.6577800829875519,-0.8076763485477179,-0.6577800829875519,-0.6577800829875519,0.15389004149377594,0.009543568464730291,0.15389004149377591,0.15389004149377591,0.15389004149377594,0.15389004149377591,0.15389004149377591,0.625,0.975103734439834,0.5361702127659574,-194650.0,285.875,0
refined,candidate__antipop_ref_m075_d055,super,威力彩,holdout,242,484,8,242000,-0.8039772727272727,-0.8150826446280992,-0.8039772727272727,-0.8039772727272727,-0.01802685950413223,-0.028512396694214875,-0.018026859504132235,-0.018026859504132235,-0.01802685950413223,-0.018026859504132235,-0.018026859504132235,0.25,0.9752066115702479,0.5127118644067796,-197250.0,282.0,0
refined,candidate__antipop_ref_m075_d055,super,威力彩,train,482,963,8,481500,-0.7730038940809969,-0.8107507788161994,-0.7730038940809969,-0.7730038940809969,-0.007480010384215995,-0.0025524402907580483,-0.007420383817427389,-0.007420383817427389,-0.007480010384215995,-0.007420383817427389,-0.007420383817427389,0.5,0.9813278008298755,0.4883720930232558,-390376.5,575.375,0
refined,candidate__antipop_ref_m075_d055,super,威力彩,validation,241,482,8,241000,-0.78350622406639,-0.7993775933609959,-0.78350622406639,-0.78350622406639,0.02816390041493776,0.012033195020746887,0.02816390041493776,0.02816390041493776,0.02816390041493776,0.02816390041493776,0.02816390041493776,0.75,0.9585062240663901,0.5411255411255411,-192650.0,290.125,0
refined,candidate__antipop_ref_m075_d065,super,威力彩,holdout,242,484,8,242000,-0.8167871900826447,-0.8229338842975207,-0.8167871900826447,-0.8167871900826447,-0.030836776859504134,-0.019628099173553716,-0.030836776859504134,-0.030836776859504134,-0.030836776859504134,-0.030836776859504134,-0.030836776859504134,0.25,0.9834710743801653,0.5336134453781513,-199150.0,284.625,0
refined,candidate__antipop_ref_m075_d065,super,威力彩,train,482,963,8,481500,-0.8023543613707165,-0.8083748701973001,-0.8023543613707165,-0.8023543613707165,-0.036830477673935616,0.0019781931464174455,-0.03671447095435684,-0.03671447095435684,-0.036830477673935616,-0.03671447095435684,-0.03671447095435684,0.5,0.975103734439834,0.48723404255319147,-389232.5,571.5,0
refined,candidate__antipop_ref_m075_d065,super,威力彩,validation,241,482,8,241000,-0.8062759336099585,-0.8101659751037344,-0.8062759336099585,-0.8062759336099585,0.005394190871369295,0.0,0.0053941908713692945,0.0053941908713692945,0.005394190871369295,0.0053941908713692945,0.0053941908713692945,0.5,0.9626556016597511,0.5344827586206896,-195250.0,279.25,0
refined,candidate__antipop_ref_m085_d045,super,威力彩,holdout,242,484,8,242000,-0.8082128099173553,-0.8185950413223141,-0.8082128099173553,-0.8082128099173553,-0.022262396694214873,-0.014256198347107438,-0.022262396694214877,-0.022262396694214877,-0.022262396694214873,-0.022262396694214877,-0.022262396694214877,0.375,0.9752066115702479,0.4703389830508475,-198100.0,284.875,0
refined,candidate__antipop_ref_m085_d045,super,威力彩,train,482,963,8,481500,-0.7925425752855659,-0.7975327102803738,-0.7925425752855659,-0.7925425752855659,-0.027018691588785046,-0.0028473520249221182,-0.026809128630705396,-0.026809128630705396,-0.027018691588785046,-0.026809128630705396,-0.026809128630705396,0.375,0.9875518672199171,0.5105042016806722,-384012.0,583.0,0
refined,candidate__antipop_ref_m085_d045,super,威力彩,validation,241,482,8,241000,-0.8054979253112033,-0.8114107883817427,-0.8054979253112033,-0.8054979253112033,0.00617219917012448,0.003734439834024896,0.006172199170124484,0.006172199170124484,0.00617219917012448,0.006172199170124484,0.006172199170124484,0.5,0.9626556016597511,0.5129310344827587,-195550.0,281.25,0
refined,candidate__antipop_ref_m085_d055,super,威力彩,holdout,242,484,8,242000,-0.7996384297520661,-0.8113636363636363,-0.7996384297520661,-0.7996384297520661,-0.013688016528925621,-0.01818181818181818,-0.013688016528925621,-0.013688016528925621,-0.013688016528925621,-0.013688016528925621,-0.013688016528925621,0.375,0.9669421487603306,0.49145299145299143,-196350.0,274.125,0
refined,candidate__antipop_ref_m085_d055,super,威力彩,train,482,963,8,481500,-0.7580376427829699,-0.7919148494288681,-0.7580376427829699,-0.7580376427829699,0.007486240913811007,0.0017995846313603324,0.007920643153526969,0.007920643153526969,0.007486240913811007,0.007920643153526969,0.007920643153526969,0.5,0.979253112033195,0.4936440677966102,-382507.0,561.75,0
refined,candidate__antipop_ref_m085_d055,super,威力彩,validation,241,482,8,241000,-0.8035788381742739,-0.8122406639004149,-0.8035788381742739,-0.8035788381742739,0.008091286307053941,-0.004356846473029046,0.008091286307053941,0.008091286307053941,0.008091286307053941,0.008091286307053941,0.008091286307053941,0.5,0.9585062240663901,0.5324675324675324,-195800.0,279.75,0
refined,candidate__antipop_ref_m085_d065,super,威力彩,holdout,242,484,8,242000,-0.8036673553719008,-0.8169421487603306,-0.8036673553719008,-0.8036673553719008,-0.017716942148760333,-0.017355371900826446,-0.017716942148760333,-0.017716942148760333,-0.017716942148760333,-0.017716942148760333,-0.017716942148760333,0.5,0.9710743801652892,0.5148936170212766,-197700.0,284.25,0
refined,candidate__antipop_ref_m085_d065,super,威力彩,train,482,963,8,481500,-0.4645179127725857,-0.7837268951194185,-0.7889135514018691,-0.7889135514018691,-0.023389667705088265,0.006819314641744548,-0.02305290456431535,-0.02305290456431535,-0.023389667705088265,-0.02305290456431535,-0.02305290456431535,0.625,0.9854771784232366,0.4673684210526316,-377364.5,561.875,1
refined,candidate__antipop_ref_m085_d065,super,威力彩,validation,241,482,8,241000,-0.8018153526970955,-0.8116182572614108,-0.8018153526970955,-0.8018153526970955,0.009854771784232365,-0.004356846473029046,0.009854771784232365,0.009854771784232365,0.009854771784232365,0.009854771784232365,0.009854771784232365,0.375,0.983402489626556,0.5274261603375527,-195700.0,286.875,0
refined,candidate__antipop_ref_m095_d045,super,威力彩,holdout,242,484,8,242000,-0.7808367768595041,-0.784710743801653,-0.7808367768595041,-0.7808367768595041,0.005113636363636363,0.010330578512396695,0.0051136363636363645,0.0051136363636363645,0.005113636363636363,0.0051136363636363645,0.0051136363636363645,0.5,0.9793388429752066,0.5063291139240507,-189900.0,286.25,0
refined,candidate__antipop_ref_m095_d045,super,威力彩,train,482,963,8,481500,-0.7904955867082035,-0.8014745586708203,-0.7904955867082035,-0.7904955867082035,-0.024971703011422642,0.001398753894080997,-0.02476426348547718,-0.02476426348547718,-0.024971703011422642,-0.02476426348547718,-0.02476426348547718,0.5,0.9730290456431535,0.47974413646055436,-385910.0,567.75,0
refined,candidate__antipop_ref_m095_d045,super,威力彩,validation,241,482,8,241000,-0.7234439834024896,-0.786929460580913,-0.7234439834024896,-0.7234439834024896,0.08822614107883817,0.015145228215767637,0.08822614107883817,0.08822614107883817,0.08822614107883817,0.08822614107883817,0.08822614107883817,0.625,0.9875518672199171,0.5168067226890757,-190150.0,284.125,0
refined,candidate__antipop_ref_m095_d055,super,威力彩,holdout,242,484,8,242000,-0.7899793388429752,-0.790702479338843,-0.7899793388429752,-0.7899793388429752,-0.004028925619834711,-0.002892561983471074,-0.0040289256198347105,-0.0040289256198347105,-0.004028925619834711,-0.0040289256198347105,-0.0040289256198347105,0.5,0.9710743801652892,0.5191489361702127,-191350.0,285.0,0
refined,candidate__antipop_ref_m095_d055,super,威力彩,train,482,963,8,481500,-0.7905181723779855,-0.7890228452751817,-0.7905181723779855,-0.7905181723779855,-0.02499428868120457,0.02281723779854621,-0.02472588174273859,-0.02472588174273859,-0.02499428868120457,-0.02472588174273859,-0.02472588174273859,0.625,0.9730290456431535,0.5053304904051172,-379932.0,579.625,0
refined,candidate__antipop_ref_m095_d055,super,威力彩,validation,241,482,8,241000,-0.8176867219917012,-0.8197095435684647,-0.8176867219917012,-0.8176867219917012,-0.006016597510373443,-0.01016597510373444,-0.006016597510373444,-0.006016597510373444,-0.006016597510373443,-0.006016597510373444,-0.006016597510373444,0.375,0.9875518672199171,0.49159663865546216,-197850.0,283.5,0
refined,candidate__antipop_ref_m095_d065,super,威力彩,holdout,242,484,8,242000,-0.7952479338842975,-0.7993801652892563,-0.7952479338842975,-0.7952479338842975,-0.009297520661157023,-0.0004132231404958683,-0.009297520661157025,-0.009297520661157025,-0.009297520661157023,-0.009297520661157025,-0.009297520661157025,0.5,0.9586776859504132,0.4827586206896552,-194450.0,277.625,0
refined,candidate__antipop_ref_m095_d065,super,威力彩,train,482,963,8,481500,-0.7585643821391485,-0.809956386292835,-0.7585643821391485,-0.7585643821391485,0.0069595015576323985,0.003770508826583593,0.007220695020746886,0.007220695020746886,0.0069595015576323985,0.007220695020746886,0.007220695020746886,0.625,0.9813278008298755,0.4799154334038055,-389994.0,573.5,0
refined,candidate__antipop_ref_m095_d065,super,威力彩,validation,241,482,8,241000,-0.7948132780082987,-0.7979253112033196,-0.7948132780082987,-0.7948132780082987,0.016856846473029045,0.013692946058091286,0.016856846473029045,0.016856846473029045,0.016856846473029045,0.016856846473029045,0.016856846473029045,0.625,0.979253112033195,0.5042372881355932,-192350.0,281.75,0
refined,candidate__balance_ref_p+10,super,威力彩,holdout,242,484,8,242000,-0.7963842975206612,-0.8049586776859504,-0.7963842975206612,-0.7963842975206612,-0.010433884297520662,-0.001859504132231405,-0.01043388429752066,-0.01043388429752066,-0.010433884297520662,-0.01043388429752066,-0.01043388429752066,0.375,0.8966942148760331,0.5069124423963134,-194800.0,283.875,0
refined,candidate__balance_ref_p+10,super,威力彩,train,482,963,8,481500,-0.7633317757009346,-0.808632398753894,-0.7633317757009346,-0.7633317757009346,0.002192107995846314,0.0001142263759086189,0.002189834024896266,0.002189834024896266,0.002192107995846314,0.002189834024896266,0.002189834024896266,0.5,0.8589211618257261,0.4782608695652174,-389356.5,569.625,0
refined,candidate__balance_ref_p+10,super,威力彩,validation,241,482,8,241000,-0.7969398340248962,-0.816804979253112,-0.7969398340248962,-0.7969398340248962,0.014730290456431535,0.003526970954356847,0.014730290456431537,0.014730290456431537,0.014730290456431535,0.014730290456431537,0.014730290456431537,0.5,0.8921161825726142,0.5627906976744186,-196850.0,289.0,0
refined,candidate__balance_ref_p+15,super,威力彩,holdout,242,484,8,242000,-0.7983987603305785,-0.8055785123966942,-0.7983987603305785,-0.7983987603305785,-0.012448347107438015,-0.0006198347107438017,-0.012448347107438017,-0.012448347107438017,-0.012448347107438015,-0.012448347107438017,-0.012448347107438017,0.375,0.8264462809917356,0.48,-194950.0,281.25,0
refined,candidate__balance_ref_p+15,super,威力彩,train,482,963,8,481500,-0.7653483904465213,-0.8089439252336448,-0.7653483904465213,-0.7653483904465213,0.00017549325025960537,-3.530633437175493e-05,0.00017531120331950204,0.00017531120331950204,0.00017549325025960537,0.00017531120331950204,0.00017531120331950204,0.375,0.8008298755186722,0.5,-389506.5,572.0,0
refined,candidate__balance_ref_p+15,super,威力彩,validation,241,482,8,241000,-0.7984958506224067,-0.8172199170124481,-0.7984958506224067,-0.7984958506224067,0.013174273858921162,0.0056016597510373444,0.013174273858921162,0.013174273858921162,0.013174273858921162,0.013174273858921162,0.013174273858921162,0.625,0.7800829875518672,0.5372340425531915,-196950.0,285.25,0
refined,candidate__balance_ref_p+20,super,威力彩,holdout,242,484,8,242000,-0.796849173553719,-0.8014462809917355,-0.796849173553719,-0.796849173553719,-0.010898760330578513,-0.0008264462809917355,-0.010898760330578513,-0.010898760330578513,-0.010898760330578513,-0.010898760330578513,-0.010898760330578513,0.375,0.7644628099173554,0.4594594594594595,-193950.0,280.375,0
refined,candidate__balance_ref_p+20,super,威力彩,train,482,963,8,481500,-0.7644382139148495,-0.8096105919003116,-0.7644382139148495,-0.7644382139148495,0.001085669781931464,0.0023883696780893043,0.0010326763485477182,0.0010326763485477182,0.001085669781931464,0.0010326763485477182,0.0010326763485477182,0.875,0.7759336099585062,0.5240641711229946,-389827.5,576.625,0
refined,candidate__balance_ref_p+20,super,威力彩,validation,241,482,8,241000,-0.812448132780083,-0.8182572614107884,-0.812448132780083,-0.812448132780083,-0.0007780082987551866,0.0016597510373443983,-0.0007780082987551866,-0.0007780082987551866,-0.0007780082987551866,-0.0007780082987551866,-0.0007780082987551866,0.5,0.7302904564315352,0.5284090909090909,-197200.0,280.5,0
refined,candidate__cold_ref_g050_c7,super,威力彩,holdout,242,484,8,242000,-0.8110020661157025,-0.825,-0.8110020661157025,-0.8110020661157025,-0.025051652892561987,0.0026859504132231405,-0.025051652892561983,-0.025051652892561983,-0.025051652892561987,-0.025051652892561983,-0.025051652892561983,0.5,0.9793388429752066,0.5021097046413502,-199650.0,300.25,0
refined,candidate__cold_ref_g050_c7,super,威力彩,train,482,963,8,481500,-0.7709241952232606,-0.8076863966770509,-0.7709241952232606,-0.7709241952232606,-0.005400311526479752,-0.010758047767393562,-0.005307831950207467,-0.005307831950207467,-0.005400311526479752,-0.005307831950207467,-0.005307831950207467,0.375,0.983402489626556,0.47468354430379744,-388901.0,566.25,0
refined,candidate__cold_ref_g050_c7,super,威力彩,validation,241,482,8,241000,-0.7886929460580913,-0.8151452282157676,-0.7886929460580913,-0.7886929460580913,0.022977178423236513,0.011618257261410789,0.022977178423236516,0.022977178423236516,0.022977178423236513,0.022977178423236516,0.022977178423236516,0.625,0.983402489626556,0.5232067510548524,-196450.0,276.75,0
refined,candidate__cold_ref_g050_c8,super,威力彩,holdout,242,484,8,242000,-0.8143078512396694,-0.8241735537190082,-0.8143078512396694,-0.8143078512396694,-0.028357438016528923,0.004752066115702479,-0.028357438016528926,-0.028357438016528926,-0.028357438016528923,-0.028357438016528926,-0.028357438016528926,0.625,0.9793388429752066,0.4978902953586498,-199450.0,299.5,0
refined,candidate__cold_ref_g050_c8,super,威力彩,train,482,963,8,481500,-0.7693141225337488,-0.8035327102803738,-0.7693141225337488,-0.7693141225337488,-0.0037902388369678093,-0.009408099688473521,-0.00369942946058092,-0.00369942946058092,-0.0037902388369678093,-0.00369942946058092,-0.00369942946058092,0.5,0.9813278008298755,0.47780126849894294,-386901.0,566.375,0
refined,candidate__cold_ref_g050_c8,super,威力彩,validation,241,482,8,241000,-0.7887448132780083,-0.8153526970954357,-0.7887448132780083,-0.7887448132780083,0.022925311203319504,0.012863070539419087,0.022925311203319504,0.022925311203319504,0.022925311203319504,0.022925311203319504,0.022925311203319504,0.625,0.983402489626556,0.5274261603375527,-196500.0,276.125,0
refined,candidate__cold_ref_g050_c9,super,威力彩,holdout,242,484,8,242000,-0.8140495867768595,-0.822107438016529,-0.8140495867768595,-0.8140495867768595,-0.02809917355371901,0.005578512396694215,-0.028099173553719006,-0.028099173553719006,-0.02809917355371901,-0.028099173553719006,-0.028099173553719006,0.625,0.987603305785124,0.49372384937238495,-198950.0,300.375,0
refined,candidate__cold_ref_g050_c9,super,威力彩,train,482,963,8,481500,-0.8068011422637591,-0.8076822429906543,-0.8068011422637591,-0.8068011422637591,-0.0412772585669782,-0.013903426791277259,-0.0411475622406639,-0.0411475622406639,-0.0412772585669782,-0.0411475622406639,-0.0411475622406639,0.375,0.9813278008298755,0.4799154334038055,-388899.0,568.0,0
refined,candidate__cold_ref_g050_c9,super,威力彩,validation,241,482,8,241000,-0.7879668049792531,-0.8147302904564315,-0.7879668049792531,-0.7879668049792531,0.023703319502074688,0.013278008298755186,0.02370331950207469,0.02370331950207469,0.023703319502074688,0.02370331950207469,0.02370331950207469,0.625,0.983402489626556,0.5189873417721519,-196350.0,277.25,0
